"Year","SASAP.Region","city","lat","lng","total","speak_only_english","german","yiddish","greek","indic","italian","french_or_french_creole","portuguese_or_portuguese_creole","spanish_or_spanish_creole","polish","russian","south_slavic","arabic","tagalog","chinese","hungarian","japanese","korean","vietnamese","other_and_unspecified_languages","french_incl_patois_cajun","french_creole","other_west_germanic_languages","scandinavian_languages","serbo_croatian","other_slavic_languages","armenian","persian","gujarati","hindi","urdu","other_indic_languages","other_indo_european_languages","mon_khmer_cambodian","hmong","thai","laotian","other_asian_languages","other_pacific_island_languages","navajo","other_native_north_american_languages","hebrew","african_languages","data_file_year"
2009,"Norton Sound","Brevig Mission",65.3347222,-166.4891667,334,222,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,"2005-2009"
2009,"Kotzebue","Buckland",65.9797222,-161.1230556,491,335,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,"2005-2009"
2009,"Cook Inlet","Buffalo Soapstone",NA,NA,553,534,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Butte",61.5422222,-149.0333333,3553,3342,0,0,0,NA,0,NA,0,8,18,4,NA,0,0,0,0,5,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"2005-2009"
2009,"Yukon","Cantwell",63.3916667,-148.9508333,123,103,5,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"2005-2009"
2009,"Yukon","Central",65.5725,-144.8030556,111,105,6,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Chalkyitsik",66.6544444,-143.7222222,61,44,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,"2005-2009"
2009,"Cook Inlet","Chase",62.4491667,-150.1016667,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Kuskokwim","Chefornak",60.16,-164.2658333,435,13,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,"2005-2009"
2009,"Prince William Sound","Chenega",60.0663707,-148.012387,79,73,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Chevak",61.5277778,-165.5863889,1015,148,5,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,"2005-2009"
2009,"Cook Inlet","Chickaloon",61.7966667,-148.4627778,137,129,0,0,0,NA,8,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Chicken",64.0733333,-141.9361111,9,9,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Chignik","Chignik",56.2952778,-158.4022222,108,90,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"2005-2009"
2009,"Chignik","Chignik Lagoon",56.3084393,-158.5302391,55,52,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Chignik","Chignik Lake",56.2555556,-158.7625,110,93,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"2005-2009"
2009,"Kodiak","Chiniak",57.6319444,-152.1825,56,56,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Chisana",62.0661111,-142.0408333,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Copper River","Chistochina",62.5717828,-144.6541704,94,39,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,"2005-2009"
2009,"Copper River","Chitina",61.5158333,-144.4369444,87,72,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,"2005-2009"
2009,"Kuskokwim","Chuathbaluk",61.5719444,-159.245,106,82,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"2005-2009"
2009,"Yukon","Circle",65.8255556,-144.0605556,38,35,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"2005-2009"
2009,"Cook Inlet","Clam Gulch",60.2311111,-151.3936111,104,104,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Bristol Bay","Clarks Point",58.8441667,-158.5508333,89,63,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"2005-2009"
2009,"Southeast","Coffman Cove",56.0138889,-132.8277778,64,64,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Cohoe",60.3686111,-151.3063889,808,736,0,0,0,NA,0,NA,0,49,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"2005-2009"
2009,"Alaska Peninsula and Aleutian Islands","Cold Bay",55.1858333,-162.7211111,86,62,0,0,0,NA,0,NA,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Coldfoot",67.2563889,-150.1841667,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","College",64.8569444,-147.8027778,14148,11372,131,0,0,NA,8,NA,45,416,135,58,NA,0,93,43,0,147,91,1,0,14,0,0,21,0,0,0,8,0,18,29,14,0,0,0,45,61,14,25,0,379,0,52,"2005-2009"
2009,"Cook Inlet","Cooper Landing",60.49,-149.8341667,318,296,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Copper River","Copper Center",61.9769598,-145.3297294,327,287,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,"2005-2009"
2009,"Copper River","Copperville",62.0438889,-145.4205556,138,130,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"2005-2009"
2009,"Prince William Sound","Cordova",60.5427778,-145.7575,2450,1893,0,0,0,NA,0,NA,0,4,0,8,NA,0,369,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,26,20,0,9,0,0,"2005-2009"
2009,"Southeast","Covenant Life",59.4172222,-136.025,29,29,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Craig",55.4763889,-133.1483333,1482,1307,0,0,0,NA,0,NA,0,23,0,5,NA,0,8,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"2005-2009"
2009,"Kuskokwim","Crooked Creek",61.87,-158.1108333,137,40,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,"2005-2009"
2009,"Cook Inlet","Crown Point",60.4222222,-149.3666667,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Cube Cove",57.935,-134.7111111,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Kotzebue","Deering",66.0755556,-162.7172222,78,60,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"2005-2009"
2009,"Yukon","Delta Junction",64.0377778,-145.7322222,847,639,0,0,0,NA,0,NA,0,0,0,75,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Deltana",NA,NA,1829,1323,0,0,0,NA,0,NA,0,81,0,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,16,0,0,0,0,27,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Diamond Ridge",59.6761111,-151.5575,905,799,9,0,0,NA,0,NA,0,39,4,0,NA,0,0,0,0,0,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Bristol Bay","Dillingham",59.0397222,-158.4575,2348,1892,11,0,0,NA,0,NA,0,40,0,0,NA,0,5,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,171,0,0,"2005-2009"
2009,"Kotzebue","Diomede",65.7581,-168.952,119,101,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"2005-2009"
2009,"Yukon","Dot Lake",63.6613889,-144.0644444,12,12,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Dot Lake Village",63.6508333,-144.0438889,87,56,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"2005-2009"
2009,"Yukon","Dry Creek",63.6533333,-144.6652778,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Eagle",64.7880556,-141.2,50,50,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Eagle Village",64.7805556,-141.1136111,40,35,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Edna Bay",55.9488889,-133.6622222,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Kuskokwim","Eek",60.2188889,-162.0244444,209,7,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,"2005-2009"
2009,"Bristol Bay","Egegik",58.2155556,-157.3758333,61,42,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"2005-2009"
2009,"Yukon","Eielson AFB",NA,NA,4530,3223,47,0,0,NA,0,NA,0,188,0,0,NA,0,29,0,0,0,36,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Bristol Bay","Ekwok",59.3497222,-157.4752778,153,89,0,0,0,NA,0,NA,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,"2005-2009"
2009,"Southeast","Elfin Cove",58.1944444,-136.3433333,36,29,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Norton Sound","Elim",64.6175,-162.2605556,357,265,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,"2005-2009"
2009,"Yukon","Emmonak",62.7777778,-164.5230556,837,293,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,"2005-2009"
2009,"Yukon","Ester",64.8472222,-148.0144444,1976,1784,0,0,0,NA,0,NA,0,73,0,0,NA,0,0,0,0,0,0,0,0,26,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"2005-2009"
2009,"Yukon","Evansville",66.9227778,-151.5080556,18,18,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Excursion Inlet",58.4213889,-135.4366667,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Fairbanks",64.8377778,-147.7163889,34688,27602,270,0,0,NA,2,NA,0,1936,65,103,NA,29,259,0,0,60,137,0,0,174,0,0,0,0,3,0,86,0,19,13,40,51,0,0,35,0,0,438,0,368,0,47,"2005-2009"
2009,"Alaska Peninsula and Aleutian Islands","False Pass",54.8508333,-163.415,39,30,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"2005-2009"
2009,"Cook Inlet","Farm Loop",NA,NA,1278,1226,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Ferry",64.0166667,-149.1166667,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Fishhook",NA,NA,2872,2389,0,0,0,NA,4,NA,26,47,0,0,NA,0,7,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Flat",62.4536111,-158.0075,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Fort Greely",NA,NA,983,691,0,0,0,NA,0,NA,0,120,0,0,NA,0,12,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"2005-2009"
2009,"Yukon","Fort Yukon",66.5647222,-145.2738889,582,386,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,134,0,0,"2005-2009"
2009,"Yukon","Four Mile Road",NA,NA,28,28,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Fox",64.9580556,-147.6183333,621,527,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Fox River",59.8583333,-150.9583333,559,27,0,0,0,NA,0,NA,0,0,0,462,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Fritz Creek",59.7361111,-151.2952778,1865,1351,0,0,0,NA,0,NA,10,76,9,252,NA,0,2,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"2005-2009"
2009,"Cook Inlet","Funny River",60.5019444,-150.7622222,539,479,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"2005-2009"
2009,"Copper River","Gakona",62.3019444,-145.3019444,216,194,0,0,0,NA,0,NA,0,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,"2005-2009"
2009,"Yukon","Galena",64.7333333,-156.9275,489,428,5,0,0,NA,0,NA,0,6,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"2005-2009"
2009,"Norton Sound","Gambell",63.7797222,-171.7411111,600,75,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,"2005-2009"
2009,"Southeast","Game Creek",58.0566667,-135.5077778,26,20,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Gateway",61.5727778,-149.2408333,3972,3568,32,0,0,NA,0,NA,0,23,10,15,NA,0,0,0,0,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,"2005-2009"
2009,"Cook Inlet","Glacier View",NA,NA,224,219,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Copper River","Glennallen",62.1091667,-145.5463889,551,468,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"2005-2009"
2009,"Norton Sound","Golovin",64.5433333,-163.0291667,110,64,0,0,0,NA,0,NA,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"2005-2009"
2009,"Kuskokwim","Goodnews Bay",59.1188889,-161.5875,312,76,0,0,0,NA,0,NA,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,"2005-2009"
2009,"Yukon","Grayling",62.9036111,-160.0647222,251,189,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,"2005-2009"
2009,"Copper River","Gulkana",62.2713889,-145.3822222,103,85,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"2005-2009"
2009,"Southeast","Gustavus",58.4133333,-135.7369444,371,321,0,0,0,NA,0,NA,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Haines",59.228589,-135.444114,1887,1720,0,0,0,NA,0,NA,0,32,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"2005-2009"
2009,"Cook Inlet","Halibut Cove",59.595,-151.225,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Happy Valley",59.9472222,-151.7322222,498,437,5,0,0,NA,0,NA,0,47,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"2005-2009"
2009,"Yukon","Harding-Birch Lakes",NA,NA,188,95,0,0,0,NA,0,NA,0,5,0,0,NA,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Healy",63.8569444,-148.9661111,593,549,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Healy Lake",63.9872308,-144.6998325,15,3,0,0,0,NA,0,NA,0,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"2005-2009"
2009,"Southeast","Hobart Bay",57.4658333,-133.3533333,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Hollis",55.5566667,-132.6363889,126,126,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Yukon","Holy Cross",62.1994444,-159.7713889,272,240,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"2005-2009"
2009,"Cook Inlet","Homer",59.6425,-151.5483333,5667,4732,46,0,0,NA,4,NA,0,311,9,35,NA,0,0,0,0,0,42,0,0,19,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,44,0,0,"2005-2009"
2009,"Southeast","Hoonah",58.11,-135.4436111,764,585,8,0,0,NA,0,NA,0,41,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,"2005-2009"
2009,"Yukon","Hooper Bay",61.5311111,-166.0966667,1144,200,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,"2005-2009"
2009,"Cook Inlet","Hope",60.9202778,-149.6402778,182,172,0,0,0,NA,10,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Cook Inlet","Houston",61.6302778,-149.8180556,1628,1447,7,0,0,NA,2,NA,0,13,0,4,NA,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"2005-2009"
2009,"Yukon","Hughes",66.0488889,-154.2555556,92,42,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,"2005-2009"
2009,"Yukon","Huslia",65.6986111,-156.3997222,234,120,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,"2005-2009"
2009,"Southeast","Hydaburg",55.2080556,-132.8266667,408,366,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"2005-2009"
2009,"Southeast","Hyder",55.9169444,-130.0247222,200,200,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Bristol Bay","Igiugig",59.3277778,-155.8947222,33,16,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,"2005-2009"
2009,"Bristol Bay","Iliamna",59.7567965,-154.9110837,80,60,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,"2005-2009"
2009,"Chignik","Ivanof Bay",55.9,-159.4833333,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-2009"
2009,"Southeast","Juneau",58.3019444,-134.4197222,30777,25904,120,0,0,NA,7,NA,0,863,16,146,NA,0,814,21,0,19,34,0,5,189,0,6,83,0,0,0,4,0,76,0,17,15,0,0,27,0,65,276,3,225,0,0,"2005-2009"
